"id","name","title","year","salary","bonus","stock_awards","option_awards","RSUs","nonequity_incentive_plan_compensation","change_in_pension_value_and_nonqualified_deferred_compensation","securities_underlying_options","all_other","total","remainder","accession","cik","file_date","ind_cik","ind_id"
"176991","James G. Stewart-","Chief Financial Officer","2001","118172.00","212500.00",NULL,NULL,NULL,NULL,NULL,NULL,"321508.00","652180.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-001118-index.html","1047499","2002-03-12",NULL,NULL
"176992","James G. Stewart-","Chief Financial Officer","2000","200000.00","99615.00",NULL,NULL,NULL,NULL,NULL,"120000.00","104723.00","524338.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-001118-index.html","1047499","2002-03-12",NULL,NULL
"176993","James G. Stewart-","Chief Financial Officer","1999","153851.00","37500.00",NULL,NULL,NULL,NULL,NULL,"225000.00",NULL,"416351.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-001118-index.html","1047499","2002-03-12",NULL,NULL
"176994","Robin A. Abrams-","Chief Operating Officer","2001","84807.00","200000.00",NULL,NULL,NULL,NULL,NULL,NULL,"358521.00","643328.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-001118-index.html","1047499","2002-03-12",NULL,NULL
"176995","Robin A. Abrams-","Chief Operating Officer","2000","296778.00","62249.00",NULL,NULL,NULL,NULL,NULL,"120000.00",NULL,"479027.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-001118-index.html","1047499","2002-03-12",NULL,NULL
"176996","Robin A. Abrams-","Chief Operating Officer","1999","152118.00","90000.00",NULL,NULL,NULL,NULL,NULL,"250000.00",NULL,"492118.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-001118-index.html","1047499","2002-03-12",NULL,NULL
"36905","Zvi Alon","Chairman, Chief Executive Officer and President","2001","420000.00","34609.00",NULL,NULL,NULL,NULL,NULL,NULL,"2179.00","456788.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29","1084951",NULL
"36906","Zvi Alon","Chairman, Chief Executive Officer and President","2000","397000.00",NULL,NULL,NULL,NULL,NULL,NULL,"660000.00","1339.00","1058339.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29","1084951",NULL
"36907","Zvi Alon","Chairman, Chief Executive Officer and President","1999","360000.00","45375.00",NULL,NULL,NULL,NULL,NULL,"300000.00","1653.00","707028.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29","1084951",NULL
"36908","Peter Havart-Simkin","Senior Vice President, Worldwide Strategic Development","2001","205000.00","14060.00",NULL,NULL,NULL,NULL,NULL,NULL,"647.00","219707.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36909","Peter Havart-Simkin","Senior Vice President, Worldwide Strategic Development","2000","195000.00",NULL,NULL,NULL,NULL,NULL,NULL,"75000.00","612.00","270612.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36910","Peter Havart-Simkin","Senior Vice President, Worldwide Strategic Development","1999","207223.00","21288.00",NULL,NULL,NULL,NULL,NULL,"100000.00","898.00","329409.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36911","Michael R. Peckham-","Chief Financial Officer and Senior Vice President, Finance","2001","231000.00","15863.00",NULL,NULL,NULL,NULL,NULL,NULL,"1132.00","247995.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29","1240312",NULL
"36912","Michael R. Peckham-","Chief Financial Officer and Senior Vice President, Finance","2000","222702.00",NULL,NULL,NULL,NULL,NULL,NULL,"66666.00","246801.00","536169.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29","1240312",NULL
"36913","Michael R. Peckham-","Chief Financial Officer and Senior Vice President, Finance","1999","20068.00",NULL,NULL,NULL,NULL,NULL,NULL,"200000.00","131.00","220199.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29","1240312",NULL
"36914","Bertram Rankin","Vice President, Marketing Worldwide","2001","210000.00","15141.00",NULL,NULL,NULL,NULL,NULL,NULL,"444.00","225585.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36915","Bertram Rankin","Vice President, Marketing Worldwide","2000","36615.00",NULL,NULL,NULL,NULL,NULL,NULL,"175000.00","93.00","211708.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36916","Robert Lee","Vice President, Human Resources","2001","174000.00","11897.00",NULL,NULL,NULL,NULL,NULL,NULL,"2348.00","188245.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36917","Robert Lee","Vice President, Human Resources","2000","83135.00",NULL,NULL,NULL,NULL,NULL,NULL,"132500.00","1201.00","216836.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36918","Robert Lee","Vice President, Human Resources","1999",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36919","D. Patrick Linehan-","Former Senior Vice President, Worldwide Sales","2001","159454.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"28368.00","187822.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36920","D. Patrick Linehan-","Former Senior Vice President, Worldwide Sales","2000","250000.00","25101.00",NULL,NULL,NULL,NULL,NULL,"25000.00","99673.00","399774.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"36921","D. Patrick Linehan-","Former Senior Vice President, Worldwide Sales","1999","250000.00","31250.00",NULL,NULL,NULL,NULL,NULL,"150000.00","98597.00","529847.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-02-002007-index.html","909793","2002-04-29",NULL,NULL
"104803","Alvin J. Glasky Ph.D.","Chairman, Chief Executive Officer and Chief Scientific Officer","2001","300000.00",NULL,NULL,NULL,NULL,NULL,NULL,"740000.00","0.00","1040000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30","1194178",NULL
"104804","Alvin J. Glasky Ph.D.","Chairman, Chief Executive Officer and Chief Scientific Officer","2000","252333.00",NULL,NULL,NULL,NULL,NULL,NULL,"200000.00","832233.00","1284566.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30","1194178",NULL
"104805","Alvin J. Glasky Ph.D.","Chairman, Chief Executive Officer and Chief Scientific Officer","1999","210954.00",NULL,NULL,NULL,NULL,NULL,NULL,"275000.00","0.00","485954.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30","1194178",NULL
"104806","Rajesh Shrotriya M.D.","President and Chief Operating Officer","2001","260000.00",NULL,NULL,NULL,NULL,NULL,NULL,"290000.00","0.00","550000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30","1193918",NULL
"104807","Rajesh Shrotriya M.D.","President and Chief Operating Officer","2000","75833.00",NULL,NULL,NULL,NULL,NULL,NULL,"325000.00","33740.00","434573.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30","1193918",NULL
"104808","Luigi Lenaz M.D.","Vice President of Oncology Division","2001","200000.00",NULL,NULL,NULL,NULL,NULL,NULL,"30000.00","0.00","230000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30","1193920",NULL
"104809","Luigi Lenaz M.D.","Vice President of Oncology Division","2000","13718.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","13718.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30","1193920",NULL
"104810","Samuel Gulko","Senior Vice President Finance, Chief Financial Officer, Secretary and Treasurer","2001","200000.00",NULL,NULL,NULL,NULL,NULL,NULL,"290000.00","0.00","490000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30",NULL,NULL
"104811","Samuel Gulko","Senior Vice President Finance, Chief Financial Officer, Secretary and Treasurer","2000","170613.00",NULL,NULL,NULL,NULL,NULL,NULL,"125000.00","0.00","295613.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30",NULL,NULL
"104812","Samuel Gulko","Senior Vice President Finance, Chief Financial Officer, Secretary and Treasurer","1999","118165.00",NULL,NULL,NULL,NULL,NULL,NULL,"60000.00","0.00","178165.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30",NULL,NULL
"104813","Jay Huff M.D.","Vice President of Medical Affairs","2001","200000.00",NULL,NULL,NULL,NULL,NULL,NULL,"20000.00","0.00","220000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30",NULL,NULL
"104814","Jay Huff M.D.","Vice President of Medical Affairs","2000","13722.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","13722.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000892569-02-000914-index.html","831547","2002-04-30",NULL,NULL
"568250","Walter F. Ulloa Chairman and Chief Executive Officer",,"2002","692167.00",NULL,NULL,NULL,NULL,NULL,NULL,"250000.00",NULL,"942167.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159952",NULL
"568251","Walter F. Ulloa Chairman and Chief Executive Officer",,"2001","620833.00","833260.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1454093.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159952",NULL
"568252","Walter F. Ulloa Chairman and Chief Executive Officer",,"2000","460000.00","573263.00",NULL,NULL,NULL,NULL,NULL,"500000.00","1439900.00","2973163.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159952",NULL
"568253","Philip C. Wilkinson",,"2002","692167.00",NULL,NULL,NULL,NULL,NULL,NULL,"250000.00",NULL,"942167.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159949",NULL
"568254","Philip C. Wilkinson",,"2001","620833.00","833260.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1454093.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159949",NULL
"568255","Philip C. Wilkinson",,"2000","460000.00","573263.00",NULL,NULL,NULL,NULL,NULL,"500000.00","1439900.00","2973163.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159949",NULL
"568256","Jeanette Tully-",,"2002","360000.00",NULL,NULL,NULL,NULL,NULL,NULL,"75000.00",NULL,"435000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11",NULL,NULL
"568257","Jeanette Tully-",,"2001","343125.00","150000.00",NULL,NULL,NULL,NULL,NULL,"100000.00",NULL,"593125.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11",NULL,NULL
"568258","Jeanette Tully-",,"2000","225000.00",NULL,NULL,NULL,NULL,NULL,NULL,"150000.00","3489318.00","3864318.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11",NULL,NULL
"568259","Jeffery A. Liberman-",,"2002","300000.00",NULL,NULL,NULL,NULL,NULL,NULL,"75000.00",NULL,"375000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159949",NULL
"568260","Jeffery A. Liberman-",,"2001","275000.00","112500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"387500.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159949",NULL
"568261","Jeffery A. Liberman-",,"2000","246154.00","40000.00",NULL,NULL,NULL,NULL,NULL,"150000.00",NULL,"436154.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1159949",NULL
"568262","Glenn Emanuel",,"2002","225000.00",NULL,NULL,NULL,NULL,NULL,NULL,"75000.00",NULL,"300000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1245886",NULL
"568263","Glenn Emanuel",,"2001","225000.00","75000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"300000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1245886",NULL
"568264","Glenn Emanuel",,"2000","225000.00","75000.00",NULL,NULL,NULL,NULL,NULL,"150000.00",NULL,"450000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002405-index.html","1109116","2003-04-11","1245886",NULL
"351950","Li-Pei Wu","Chairman of the Board and Director of Bancorp and Bank","2002","496000.00",NULL,NULL,NULL,"666282.00",NULL,NULL,NULL,"32200.00","1194482.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1013864",NULL
"351951","Li-Pei Wu","Chairman of the Board and Director of Bancorp and Bank","2001","471936.00","400000.00",NULL,NULL,NULL,NULL,NULL,"476000.00","104740.00","1452676.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1013864",NULL
"351952","Li-Pei Wu","Chairman of the Board and Director of Bancorp and Bank","2000","442296.00","1500000.00",NULL,NULL,NULL,NULL,NULL,NULL,"324333.00","2266629.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1013864",NULL
"351953","Peter Wu","President, Chief Executive Officer and Director of Bancorp and Bank","2002","262750.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"34000.00","296750.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1547450",NULL
"351954","Peter Wu","President, Chief Executive Officer and Director of Bancorp and Bank","2001","249996.00","350000.00",NULL,NULL,NULL,NULL,NULL,"250000.00","93081.00","943077.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1547450",NULL
"351955","Peter Wu","President, Chief Executive Officer and Director of Bancorp and Bank","2000","192000.00","211700.00",NULL,NULL,NULL,NULL,NULL,"20000.00","68038.00","491738.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1547450",NULL
"351956","Eddie Chang","Senior Vice President and Manager of Real Estate Lending Department of Bank","2002","114840.00","100000.00",NULL,NULL,NULL,NULL,NULL,"5000.00","21835.00","241675.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1186672",NULL
"351957","Eddie Chang","Senior Vice President and Manager of Real Estate Lending Department of Bank","2001","97440.00","112356.00",NULL,NULL,NULL,NULL,NULL,"4000.00","23012.00","236808.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1186672",NULL
"351958","Eddie Chang","Senior Vice President and Manager of Real Estate Lending Department of Bank","2000","92640.00","95008.00",NULL,NULL,NULL,NULL,NULL,"4000.00","20656.00","212304.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1186672",NULL
"351959","John Getzelman","Executive Vice President of Bancorp and Bank","2002","183600.00",NULL,NULL,NULL,NULL,NULL,NULL,"4000.00","9173.00","196773.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1043157",NULL
"351960","John Getzelman","Executive Vice President of Bancorp and Bank","2001","180000.00","40000.00",NULL,NULL,NULL,NULL,NULL,"20000.00",NULL,"240000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000898430-03-002464-index.html","351710","2003-04-16","1043157",NULL
